# pfam_scan.pl,  run at Fri Feb 12 16:24:40 2016
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jm14@sanger.ac.uk), John Tate (jt6@sanger.ac.uk), 
#          Rob Finn (rdf@sanger.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /home/wonjunetai/Documents/KimLab/pulse/output/preprocess/G41726.MCF7.5.bam/p_seq_isoforms.fas
#        searching against: /usr/local/bin/hmmer3/data/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

I."ENST00000498666";21_46323280_46323450-242=171=181        43     87     43     88 PF08725.6   Integrin_b_cyt    Domain     1    46    47     66.6   8.5e-19   1 No_clan  
I."ENST00000423870";20_13839908_13840080-129=173=75        195    231    195    231 PF08238.7   Sel1              Repeat     1    39    39     29.7   6.7e-07   1 CL0020   
I."ENST00000423870";20_13839908_13840080-129=173=75        236    266    232    267 PF08238.7   Sel1              Repeat     5    38    39     32.6   8.4e-08   1 CL0020   
I."ENST00000423870";20_13839908_13840080-129=173=75        268    302    268    303 PF08238.7   Sel1              Repeat     1    38    39     32.1   1.2e-07   1 CL0020   
I."ENST00000423870";20_13839908_13840080-129=173=75        304    339    304    339 PF08238.7   Sel1              Repeat     1    39    39     15.3     0.023   1 CL0020   
I."ENST00000423870";20_13839908_13840080-129=173=75        414    446    412    447 PF08238.7   Sel1              Repeat     3    38    39     15.8     0.016   1 CL0020   
I."ENST00000423870";20_13839908_13840080-129=173=75        449    481    449    482 PF08238.7   Sel1              Repeat     1    36    39     34.4   2.3e-08   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       126    142    110    142 PF08238.7   Sel1              Repeat    23    39    39      7.2       8.1   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       145    177    143    178 PF08238.7   Sel1              Repeat     3    38    39      2.7   2.1e+02   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       180    213    179    214 PF08238.7   Sel1              Repeat     2    38    39     12.0      0.25   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       217    247    216    248 PF08238.7   Sel1              Repeat     3    36    39     13.6     0.077   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       301    333    300    333 PF08238.7   Sel1              Repeat     5    39    39     22.2   0.00016   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       334    370    334    370 PF08238.7   Sel1              Repeat     1    39    39     29.6   7.1e-07   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       376    405    371    406 PF08238.7   Sel1              Repeat     6    38    39     32.5   8.9e-08   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       407    441    407    442 PF08238.7   Sel1              Repeat     1    38    39     32.0   1.2e-07   1 CL0020   
E."ENST00000378072";20_13895767_13895887-163=121=103       443    461    443    468 PF08238.7   Sel1              Repeat     1    22    39      7.3       7.3   1 CL0020   
E."ENST00000444971";12_9832786_9832847-79=62=111            20    112      3    121 PF05473.7   Herpes_UL45       Family    39   123   200     23.5   2.9e-05   1 CL0056   
E."ENST00000407983";2_269301_269347-108=47=74                9     83      9     92 PF01451.16  LMWPc             Domain     1    74   138     87.5   9.5e-25   1 No_clan  
I."ENST00000369839";10_105145083_105145247-130=165=178     202    337    199    338 PF04494.10  TFIID_90kDa       Family     4   142   143    143.1   5.7e-42   1 CL0359   
I."ENST00000369839";10_105145083_105145247-130=165=178     472    498    461    498 PF00400.27  WD40              Repeat    13    39    39     14.1     0.031   1 CL0186   
I."ENST00000369839";10_105145083_105145247-130=165=178     536    571    533    571 PF00400.27  WD40              Repeat     4    39    39     45.5     4e-12   1 CL0186   
I."ENST00000369839";10_105145083_105145247-130=165=178     576    612    575    613 PF00400.27  WD40              Repeat     2    38    39     30.2   2.6e-07   1 CL0186   
I."ENST00000369839";10_105145083_105145247-130=165=178     618    655    617    655 PF00400.27  WD40              Repeat     2    39    39     47.5   9.1e-13   1 CL0186   
I."ENST00000369839";10_105145083_105145247-130=165=178     659    697    659    697 PF00400.27  WD40              Repeat     1    39    39     43.0   2.4e-11   1 CL0186   
I."ENST00000369839";10_105145083_105145247-130=165=178     704    739    701    739 PF00400.27  WD40              Repeat     4    39    39     47.1   1.2e-12   1 CL0186   
I."ENST00000377847";9_37020633_37020798-198=166=46          16    140     16    140 PF00292.13  PAX               Domain     1   125   125    243.2   3.4e-73   1 CL0123   
E."ENST00000523145";9_37020633_37020798-198=166=46           1     32      1     32 PF00292.13  PAX               Domain    94   125   125     43.7     2e-11   1 CL0123   
E."ENST00000368125";1_159159561_159159662-245=102=141       37    117     27    127 PF07686.12  V-set             Domain    10   105   114     34.4   1.6e-08   1 CL0011   
E."ENST00000368125";1_159159561_159159662-245=102=141      135    218    133    220 PF08205.7   C2-set_2          Domain     3    87    89     67.1   9.4e-19   1 CL0011   
E."ENST00000368125";1_159159561_159159662-245=102=141      237    315    234    317 PF13895.1   Ig_2              Domain     4    79    80     39.1   5.9e-10   1 CL0011   
I."ENST00000318218";5_156723500_156723500-77=1=102         384   1248    384   1248 PF05994.6   FragX_IP          Family     1   820   820   1184.2         0   1 No_clan  
I."ENST00000579314";17_61573755_61573877-99=123=188         62    197     60    200 PF01401.13  Peptidase_M2      Family     3   138   595    198.6   1.3e-58   1 CL0126   
E."ENST00000575052";17_80676320_80676447-175=128=152        14    115      1    129 PF03881.9   Fructosamin_kin   Family    19   119   288     64.9   5.6e-18   1 CL0016   
E."ENST00000575052";17_80680680_80680762-92=83=123          14    115      1    129 PF03881.9   Fructosamin_kin   Family    19   119   288     64.9   5.6e-18   1 CL0016   
E."ENST00000558164";15_38790995_38791147-135=153=37         58    153     56    153 PF00618.15  RasGEF_N          Domain     3   104   104     44.9   9.1e-12   1 CL0542   
E."ENST00000558164";15_38790995_38791147-135=153=37        204    383    202    385 PF00617.14  RasGEF            Family     3   186   188    162.6   8.1e-48   1 No_clan  
E."ENST00000558164";15_38790995_38791147-135=153=37        443    490    371    491 PF13499.1   EF-hand_7         Domain     5    65    66     29.4   6.3e-07   1 CL0220   
E."ENST00000558164";15_38790995_38791147-135=153=37        507    538    507    541 PF00130.17  C1_1              Domain     1    32    53     28.1   1.2e-06   1 CL0006   
E."ENST00000553771";14_100540840_100540952-91=113=169        6    107      1    111 PF00568.18  WH1               Domain     9   107   111    124.6   1.3e-36   1 CL0266   
E."ENST00000368633";1_153921310_153921376-187=67=270        18     71     18     82 PF12884.2   TORC_N            Family     1    66    67     77.1   1.1e-21   1 No_clan  
E."ENST00000368633";1_153921310_153921376-187=67=270       168    320    168    323 PF12885.2   TORC_M            Family     1   146   150    202.2   3.3e-60   1 No_clan  
E."ENST00000368633";1_153921310_153921376-187=67=270       615    692    615    692 PF12886.2   TORC_C            Family     1    77    77    108.6   1.2e-31   1 No_clan  
E."ENST00000416503";2_114196597_114196694-260=98=87         43    230     43    231 PF02492.14  cobW              Domain     1   177   178    155.4   9.3e-46   1 CL0023   
E."ENST00000416503";2_114196597_114196694-260=98=87        255    356    255    358 PF07683.9   CobW_C            Domain     1    92    94     59.2   2.4e-16   1 No_clan  
I."ENST00000519735";8_42129601_42129723-152=123=95          15    224     15    237 PF00069.20  Pkinase           Domain     1   201   260    181.6   1.5e-53   1 CL0016   
I."ENST00000295314";1_151143909_151144016-144=108=131        3    144      1    144 PF03250.9   Tropomodulin      Family     4   147   147    224.7   2.9e-67   1 No_clan  
I."ENST00000395645";17_18872655_18872735-106=81=206         50    479     50    479 PF00474.12  SSF               Family     1   406   406    462.5  9.5e-139   1 CL0062   
I."ENST00000318312";11_66283011_66283057-273=47=39          22    277     22    277 PF14779.1   BBS1              Family     1   257   257    367.4  2.5e-110   1 No_clan  
I."ENST00000307518";10_99342072_99342170-99=99=99          240    330    238    330 PF12796.2   Ank_2             Family     3    89    89     69.8   1.8e-19   1 CL0465   
I."ENST00000307518";10_99342072_99342170-99=99=99          334    395    329    396 PF12796.2   Ank_2             Family    27    88    89     56.2     3e-15   1 CL0465   
E."ENST00000296642";5_114557521_114557705-109=185=46         1     86      1     89 PF13249.1   Prenyltrans_2     Domain    25   110   113     37.1   3.3e-09   1 CL0059   
I."ENST00000350057";12_69222551_69222711-97=161=156         26     76     18     77 PF02201.13  SWIB              Domain    23    75    76     43.2   2.2e-11   1 No_clan  
I."ENST00000350057";12_69222551_69222711-97=161=156        275    302    274    303 PF00641.13  zf-RanBP          Domain     2    29    30     36.2   2.2e-09   1 CL0167   
I."ENST00000350057";12_69222551_69222711-97=161=156        412    459    409    460 PF13920.1   zf-C3HC4_3        Domain     4    49    50     43.7   1.5e-11   1 CL0229   
I."ENST00000393410";12_69207334_69207408-81=75=576          51     79     51     80 PF00641.13  zf-RanBP          Domain     1    29    30     37.3   9.8e-10   1 CL0167   
I."ENST00000393410";12_69207334_69207408-81=75=576         189    236    186    237 PF13920.1   zf-C3HC4_3        Domain     4    49    50     45.1   5.6e-12   1 CL0229   
I."ENST00000299252";12_69207334_69207408-81=75=156         130    157    129    158 PF00641.13  zf-RanBP          Domain     2    29    30     36.9   1.4e-09   1 CL0167   
I."ENST00000299252";12_69207334_69207408-81=75=156         267    314    264    315 PF13920.1   zf-C3HC4_3        Domain     4    49    50     44.5   8.8e-12   1 CL0229   
I."ENST00000540352";12_69207334_69207408-81=75=134          28    101     27    102 PF02201.13  SWIB              Domain     2    75    76     69.8   1.1e-19   1 No_clan  
I."ENST00000355524";19_55386786_55386821-44=36=291          29    117     28    119 PF13895.1   Ig_2              Domain     2    78    80     19.8   0.00059   1 CL0011   
I."ENST00000355524";19_55386786_55386821-44=36=291         126    215    125    215 PF13895.1   Ig_2              Domain     2    80    80     31.9   1.1e-07   1 CL0011   
I."ENST00000590160";19_44530178_44530238-125=61=127          8     48      8     48 PF01352.22  KRAB              Family     1    41    41     83.4     5e-24   1 No_clan  
I."ENST00000525266";8_146054863_146054989-48=127=117         4     41      4     44 PF01352.22  KRAB              Family     1    38    41     75.9   1.1e-21   1 No_clan  
I."ENST00000446747";8_146054830_146054989-48=160=117        15     52     15     55 PF01352.22  KRAB              Family     1    38    41     72.8     1e-20   1 No_clan  
I."ENST00000446747";8_146054830_146054989-48=160=117       260    271    260    280 PF13912.1   zf-C2H2_6         Domain     1    12    27      9.0       1.3   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       276    298    275    299 PF13465.1   zf-H2C2_2         Domain     2    24    26     33.9   2.3e-08   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       306    327    303    328 PF13465.1   zf-H2C2_2         Domain     4    25    26     31.8   1.1e-07   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       335    355    331    356 PF13465.1   zf-H2C2_2         Domain     5    25    26     24.4   2.3e-05   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       360    383    359    384 PF13465.1   zf-H2C2_2         Domain     2    25    26     38.4   8.3e-10   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       410    433    410    434 PF13465.1   zf-H2C2_2         Domain     1    24    26     28.2   1.4e-06   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       439    462    438    463 PF13465.1   zf-H2C2_2         Domain     2    25    26     26.9   3.7e-06   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       467    490    466    491 PF13465.1   zf-H2C2_2         Domain     2    25    26     36.5   3.3e-09   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       495    518    494    519 PF13465.1   zf-H2C2_2         Domain     2    25    26     31.6   1.2e-07   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       523    546    522    546 PF13465.1   zf-H2C2_2         Domain     2    25    26     30.2   3.3e-07   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       551    574    550    575 PF13465.1   zf-H2C2_2         Domain     2    25    26     34.1   1.9e-08   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       592    614    592    614 PF00096.21  zf-C2H2           Domain     1    23    23     27.2   3.1e-06   1 CL0361   
I."ENST00000446747";8_146054830_146054989-48=160=117       660    683    659    684 PF13465.1   zf-H2C2_2         Domain     2    25    26     32.0   8.8e-08   1 CL0361   
I."ENST00000374722";10_35464781_35464927-120=147=98        102    140     98    140 PF02173.12  pKID              Family     3    41    41     65.4   1.9e-18   1 No_clan  
I."ENST00000374722";10_35464781_35464927-120=147=98        272    328    272    332 PF00170.16  bZIP_1            Family     1    57    64     71.2   4.8e-20   1 CL0018   
E."ENST00000357048";2_241535351_241535569-281=219=203       13    317     13    319 PF00648.16  Peptidase_C2      Family     1   294   298    243.0   3.2e-72   1 CL0125   
E."ENST00000357048";2_241535351_241535569-281=219=203      339    493    336    494 PF01067.17  Calpain_III       Domain     4   146   147    102.2   1.8e-29   1 No_clan  
I."ENST00000287380";8_124154502_124154696-141=195=139      118    153    116    153 PF00400.27  WD40              Repeat     3    39    39     17.5    0.0027   1 CL0186   
I."ENST00000287380";8_124154502_124154696-141=195=139      467    612    427    619 PF00566.13  RabGAP-TBC        Family    63   205   214     33.3   3.2e-08   1 No_clan  
I."ENST00000436344";17_39086192_39086348-162=157=83          2    243      1    244 PF00038.16  Filament          Family    69   311   312    210.7   3.3e-62   1 No_clan  
E."ENST00000542787";X_2793851_2793955-201=105=1759          40    255     39    257 PF01501.15  Glyco_transf_8    Family     2   248   250    151.0   3.5e-44   1 CL0110   
I."ENST00000358671";1_161640042_161640062-193=21=258        52    128     47    128 PF13895.1   Ig_2              Domain     4    80    80     41.2   1.3e-10   1 CL0011   
I."ENST00000358671";1_161640042_161640062-193=21=258       134    214    132    214 PF13895.1   Ig_2              Domain     3    80    80     43.4   2.7e-11   1 CL0011   
I."ENST00000415413";7_99434076_99434169-138=94=67           56    282     53    282 PF00067.17  p450              Domain   237   463   463    289.4   3.7e-86   1 No_clan  
I."ENST00000586021";19_20026089_20026215-146=127=96          5     44      4     44 PF01352.22  KRAB              Family     2    41    41     81.8   1.6e-23   1 No_clan  
I."ENST00000562214";16_78142320_78142384-230=65=58          18     47     18     47 PF00397.21  WW                Domain     1    31    31     37.9   1.1e-09   1 No_clan  
I."ENST00000562214";16_78142320_78142384-230=65=58          59     88     59     88 PF00397.21  WW                Domain     1    31    31     29.8   3.9e-07   1 No_clan  
I."ENST00000222382";7_99461157_99461322-227=166=96          39    494     38    494 PF00067.17  p450              Domain     2   463   463    425.0  2.7e-127   1 No_clan  
E."ENST00000312017";7_99461157_99461322-227=166=96          39    418     38    419 PF00067.17  p450              Domain     2   387   463    340.1  1.6e-101   1 No_clan  
E."ENST00000312017";7_99461160_99461322-227=163=96          39    418     38    419 PF00067.17  p450              Domain     2   387   463    340.1  1.6e-101   1 No_clan  
I."ENST00000497792";10_118353828_118354376-126=549=109      18    111     18    116 PF00151.14  Lipase            Domain     1    96   331     88.5   4.6e-25   1 CL0028   
I."ENST00000397147";22_37260087_37260171-216=85=154         25    135     19    136 PF00787.19  PX                Domain     7   112   113     71.1   6.1e-20   1 No_clan  
I."ENST00000397147";22_37260087_37260171-216=85=154        177    220    176    221 PF00018.23  SH3_1             Domain     2    47    48     42.6   2.8e-11   1 CL0010   
I."ENST00000537368";12_124123811_124123890-44=80=107         9    144      8    146 PF03850.9   Tfb4              Domain     2   129   276    100.6   8.4e-29   1 CL0128   
E."ENST00000508526";5_74864502_74864615-120=114=153        106    313    106    316 PF00817.15  IMS               Family     1   137   149    130.2   5.1e-38   1 No_clan  
I."ENST00000331105";19_41622083_41622264-61=182=163         31    488     31    488 PF00067.17  p450              Domain     1   463   463    501.2  2.1e-150   1 No_clan  
I."ENST00000531409";19_41622080_41622264-61=185=163         31    302     31    305 PF00067.17  p450              Domain     1   277   463    242.2   8.1e-72   1 No_clan  
